id,name,acronym,red,green,blue,depth,parent_id,parent_acronym,collapse,structure_id_path,in .nrrd,consider,collapse_logical
1108,genu of corpus callosum,ccg,0,0,0,4,776,cc,0,/997/1009/983/776/1108/,TRUE,0,0
484682516,"corpus callosum, body",ccb,0,0,0,4,776,cc,0,/997/1009/983/776/484682516/,TRUE,0,0
956,"corpus callosum, anterior forceps",fa,0,0,0,4,776,cc,0,/997/1009/983/776/956/,TRUE,0,0
579,external capsule,ec,0,0,0,5,956,fa,0,/997/1009/983/776/956/579/,TRUE,0,0
964,"corpus callosum, extreme capsule",ee,0,0,0,4,776,cc,0,/997/1009/983/776/964/,TRUE,0,0
971,"corpus callosum, posterior forceps",fp,0,0,0,4,776,cc,0,/997/1009/983/776/971/,TRUE,0,0
979,"corpus callosum, rostrum",ccr,0,0,0,4,776,cc,0,/997/1009/983/776/979/,FALSE,0,0
986,"corpus callosum, splenium",ccs,0,0,0,4,776,cc,0,/997/1009/983/776/986/,TRUE,0,0
784,corticospinal tract,cst,0,0,0,3,983,lfbs,0,/997/1009/983/784/,TRUE,0,0
1003,corticopontine tract,cpt,0,0,0,4,784,cst,0,/997/1009/983/784/1003/,FALSE,0,0
1012,corticorubral tract,crt,0,0,0,4,784,cst,0,/997/1009/983/784/1012/,FALSE,0,0
1019,"corticospinal tract, crossed",cstc,0,0,0,4,784,cst,0,/997/1009/983/784/1019/,FALSE,0,0
1028,"corticospinal tract, uncrossed",cstu,0,0,0,4,784,cst,0,/997/1009/983/784/1028/,FALSE,0,0
1036,corticotectal tract,cte,0,0,0,4,784,cst,0,/997/1009/983/784/1036/,FALSE,0,0
190,pyramid,py,0,0,0,4,784,cst,0,/997/1009/983/784/190/,TRUE,0,0
198,pyramidal decussation,pyd,0,0,0,4,784,cst,0,/997/1009/983/784/198/,TRUE,0,0
6,internal capsule,int,0,0,0,4,784,cst,0,/997/1009/983/784/6/,TRUE,0,0
924,cerebal peduncle,cpd,0,0,0,4,784,cst,0,/997/1009/983/784/924/,TRUE,0,0
994,corticobulbar tract,cbt,0,0,0,4,784,cst,0,/997/1009/983/784/994/,FALSE,0,0
896,thalamus related,lfbst,0,0,0,3,983,lfbs,0,/997/1009/983/896/,FALSE,0,0
1092,external medullary lamina of the thalamus,em,0,0,0,4,896,lfbst,0,/997/1009/983/896/1092/,TRUE,0,0
14,internal medullary lamina of the thalamus,im,0,0,0,4,896,lfbst,0,/997/1009/983/896/14/,FALSE,0,0
365,thalamic peduncles,tp,0,0,0,4,896,lfbst,0,/997/1009/983/896/365/,FALSE,0,0
484682520,optic radiation,or,0,0,0,4,896,lfbst,0,/997/1009/983/896/484682520/,TRUE,0,0
484682524,auditory radiation,ar,0,0,0,4,896,lfbst,0,/997/1009/983/896/484682524/,TRUE,0,0
86,middle thalamic commissure,mtc,0,0,0,4,896,lfbst,0,/997/1009/983/896/86/,FALSE,0,0
991,medial forebrain bundle system,mfbs,0,0,0,2,1009,fiber tracts,0,/997/1009/991/,FALSE,0,0
768,cerebrum related,mfbc,0,0,0,3,991,mfbs,0,/997/1009/991/768/,FALSE,0,0
1099,fornix system,fxs,0,0,0,4,768,mfbc,0,/997/1009/991/768/1099/,FALSE,0,0
466,alveus,alv,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/466/,TRUE,0,0
474,angular path,ab,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/474/,FALSE,0,0
530,dorsal fornix,df,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/530/,TRUE,0,0
603,fimbria,fi,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/603/,TRUE,0,0
618,hippocampal commissures,hc,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/618/,FALSE,0,0
443,dorsal hippocampal commissure,dhc,0,0,0,6,618,hc,0,/997/1009/991/768/1099/618/443/,TRUE,0,0
449,ventral hippocampal commissure,vhc,0,0,0,6,618,hc,0,/997/1009/991/768/1099/618/449/,TRUE,0,0
713,perforant path,per,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/713/,FALSE,0,0
737,postcommissural fornix,fxpo,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/737/,FALSE,0,0
428,medial corticohypothalamic tract,mct,0,0,0,6,737,fxpo,0,/997/1009/991/768/1099/737/428/,TRUE,0,0
436,columns of the fornix,fx,0,0,0,6,737,fxpo,0,/997/1009/991/768/1099/737/436/,TRUE,0,0
745,"precommissural fornix, general",fxprg,0,0,0,5,1099,fxs,0,/997/1009/991/768/1099/745/,FALSE,0,0
420,precommissural fornix diagonal band,db,0,0,0,6,745,fxprg,0,/997/1009/991/768/1099/745/420/,FALSE,0,0
301,stria terminalis,st,0,0,0,4,768,mfbc,0,/997/1009/991/768/301/,TRUE,0,0
484682528,commissural branch of stria terminalis,stc,0,0,0,5,301,st,0,/997/1009/991/768/301/484682528/,TRUE,0,0
37,longitudinal association bundle,lab,0,0,0,4,768,mfbc,0,/997/1009/991/768/37/,FALSE,0,0
884,amygdalar capsule,amc,0,0,0,4,768,mfbc,0,/997/1009/991/768/884/,TRUE,0,0
892,ansa peduncularis,apd,0,0,0,4,768,mfbc,0,/997/1009/991/768/892/,FALSE,0,0
908,"anterior commissure, temporal limb",act,0,0,0,4,768,mfbc,0,/997/1009/991/768/908/,TRUE,0,0
940,cingulum bundle,cing,0,0,0,4,768,mfbc,0,/997/1009/991/768/940/,TRUE,0,0
824,hypothalamus related,mfsbshy,0,0,0,3,991,mfbs,0,/997/1009/991/824/,FALSE,0,0
1068,dorsal thalamus related,mfbst,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/1068/,FALSE,0,0
722,periventricular bundle of the thalamus,pvbt,0,0,0,5,1068,mfbst,0,/997/1009/991/824/1068/722/,FALSE,0,0
1083,epithalamus related,mfbse,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/1083/,FALSE,0,0
595,fasciculus retroflexus,fr,0,0,0,5,1083,mfbse,0,/997/1009/991/824/1083/595/,TRUE,0,0
611,habenular commissure,hbc,0,0,0,5,1083,mfbse,0,/997/1009/991/824/1083/611/,TRUE,0,0
730,pineal stalk,PIS,0,0,0,5,1083,mfbse,0,/997/1009/991/824/1083/730/,FALSE,0,0
802,stria medullaris,sm,0,0,0,5,1083,mfbse,0,/997/1009/991/824/1083/802/,TRUE,0,0
150,periventricular bundle of the hypothalamus,pvbh,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/150/,FALSE,0,0
166,premammillary commissure,pmx,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/166/,FALSE,0,0
174,preoptic commissure,poc,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/174/,FALSE,0,0
182,propriohypothalamic pathways,php,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/182/,FALSE,0,0
762,"propriohypothalamic pathways, dorsal",phpd,0,0,0,5,182,php,0,/997/1009/991/824/182/762/,FALSE,0,0
770,"propriohypothalamic pathways, lateral",phpl,0,0,0,5,182,php,0,/997/1009/991/824/182/770/,FALSE,0,0
779,"propriohypothalamic pathways, medial",phpm,0,0,0,5,182,php,0,/997/1009/991/824/182/779/,FALSE,0,0
787,"propriohypothalamic pathways, ventral",phpv,0,0,0,5,182,php,0,/997/1009/991/824/182/787/,FALSE,0,0
341,supramammillary decussation,smd,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/341/,FALSE,0,0
349,supraoptic commissures,sup,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/349/,TRUE,0,0
817,"supraoptic commissures, anterior",supa,0,0,0,5,349,sup,0,/997/1009/991/824/349/817/,FALSE,0,0
825,"supraoptic commissures, dorsal",supd,0,0,0,5,349,sup,0,/997/1009/991/824/349/825/,FALSE,0,0
833,"supraoptic commissures, ventral",supv,0,0,0,5,349,sup,0,/997/1009/991/824/349/833/,FALSE,0,0
405,ventrolateral hypothalamic tract,vlt,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/405/,FALSE,0,0
46,mammillary related,mfbsma,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/46/,FALSE,0,0
673,mammillary peduncle,mp,0,0,0,5,46,mfbsma,0,/997/1009/991/824/46/673/,TRUE,0,0
681,mammillotegmental tract,mtg,0,0,0,5,46,mfbsma,0,/997/1009/991/824/46/681/,TRUE,0,0
690,mammillothalamic tract,mtt,0,0,0,5,46,mfbsma,0,/997/1009/991/824/46/690/,TRUE,0,0
753,principal mammillary tract,pm,0,0,0,5,46,mfbsma,0,/997/1009/991/824/46/753/,TRUE,0,0
54,medial forebrain bundle,mfb,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/54/,TRUE,0,0
70,midbrain related,mfbsm,0,0,0,4,824,mfsbshy,0,/997/1009/991/824/70/,FALSE,0,0
547,dorsal longitudinal fascicle,dlf,0,0,0,5,70,mfbsm,0,/997/1009/991/824/70/547/,FALSE,0,0
563,dorsal tegmental tract,dtt,0,0,0,5,70,mfbsm,0,/997/1009/991/824/70/563/,FALSE,0,0
1024,grooves,grv,0,0,0,1,997,root,0,/997/1024/,FALSE,0,0
1032,grooves of the cerebral cortex,grv of CTX,0,0,0,2,1024,grv,0,/997/1024/1032/,FALSE,0,0
1055,endorhinal groove,eg,0,0,0,3,1032,grv of CTX,0,/997/1024/1032/1055/,FALSE,0,0
1063,hippocampal fissure,hf,0,0,0,3,1032,grv of CTX,0,/997/1024/1032/1063/,FALSE,0,0
1071,rhinal fissure,rf,0,0,0,3,1032,grv of CTX,0,/997/1024/1032/1071/,FALSE,0,0
1078,rhinal incisure,ri,0,0,0,3,1032,grv of CTX,0,/997/1024/1032/1078/,FALSE,0,0
1040,grooves of the cerebellar cortex,grv of CBX,0,0,0,2,1024,grv,0,/997/1024/1040/,FALSE,0,0
1087,precentral fissure,pce,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/1087/,FALSE,0,0
1095,preculminate fissure,pcf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/1095/,FALSE,0,0
11,posterolateral fissure,plf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/11/,FALSE,0,0
1103,primary fissure,pri,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/1103/,FALSE,0,0
1112,posterior superior fissure,psf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/1112/,FALSE,0,0
1119,prepyramidal fissure,ppf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/1119/,FALSE,0,0
18,nodular fissure,nf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/18/,FALSE,0,0
25,simple fissure,sif,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/25/,FALSE,0,0
3,secondary fissure,sec,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/3/,FALSE,0,0
34,intercrural fissure,icf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/34/,FALSE,0,0
43,ansoparamedian fissure,apf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/43/,FALSE,0,0
49,intraparafloccular fissure,ipf,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/49/,FALSE,0,0
57,paramedian sulcus,pms,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/57/,FALSE,0,0
65,parafloccular sulcus,pfs,0,0,0,3,1040,grv of CBX,0,/997/1024/1040/65/,FALSE,0,0
624,Interpeduncular fossa,IPF,0,0,0,2,1024,grv,0,/997/1024/624/,FALSE,0,0
304325711,retina,retina,0,0,0,1,997,root,0,/997/304325711/,FALSE,0,0
73,ventricular systems,VS,0,0,0,1,997,root,1,/997/73/,FALSE,0,1
124,interventricular foramen,IVF,0,0,0,2,73,VS,0,/997/73/124/,FALSE,0,0
129,third ventricle,V3,0,0,0,2,73,VS,0,/997/73/129/,TRUE,0,0
140,cerebral aqueduct,AQ,0,0,0,2,73,VS,0,/997/73/140/,TRUE,0,0
145,fourth ventricle,V4,0,0,0,2,73,VS,0,/997/73/145/,TRUE,0,0
153,lateral recess,V4r,0,0,0,3,145,V4,0,/997/73/145/153/,TRUE,0,0
164,"central canal, spinal cord/medulla",c,0,0,0,2,73,VS,0,/997/73/164/,TRUE,0,0
81,lateral ventricle,VL,0,0,0,2,73,VS,0,/997/73/81/,TRUE,0,0
108,choroid plexus,chpl,0,0,0,3,81,VL,0,/997/73/81/108/,TRUE,0,0
116,choroid fissure,chfl,0,0,0,3,81,VL,0,/997/73/81/116/,FALSE,0,0
89,rhinocele,RC,0,0,0,3,81,VL,0,/997/73/81/89/,FALSE,0,0
98,subependymal zone,SEZ,0,0,0,3,81,VL,0,/997/73/81/98/,TRUE,0,0
8,Basic cell groups and regions,grey,0,0,0,1,997,root,0,/997/8/,FALSE,0,0
343,Brain stem,BS,0,0,0,2,8,grey,0,/997/8/343/,FALSE,0,0
1065,Hindbrain,HB,0,0,0,3,343,BS,0,/997/8/343/1065/,FALSE,0,0
354,Medulla,MY,0,0,0,4,1065,HB,0,/997/8/343/1065/354/,TRUE,1,0
370,"Medulla, motor related",MY-mot,0,0,0,5,354,MY,1,/997/8/343/1065/354/370/,FALSE,0,1
1048,Gigantocellular reticular nucleus,GRN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/1048/,TRUE,1,0
106,Inferior salivatory nucleus,ISN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/106/,TRUE,1,0
1069,Parapyramidal nucleus,PPY,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/1069/,TRUE,1,0
185,"Parapyramidal nucleus, deep part",PPYd,0,0,0,7,1069,PPY,0,/997/8/343/1065/354/370/1069/185/,FALSE,0,0
193,"Parapyramidal nucleus, superficial part",PPYs,0,0,0,7,1069,PPY,0,/997/8/343/1065/354/370/1069/193/,FALSE,0,0
135,Nucleus ambiguus,AMB,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/135/,FALSE,1,0
143,"Nucleus ambiguus, ventral division",AMBv,0,0,0,7,135,AMB,0,/997/8/343/1065/354/370/135/143/,TRUE,0,0
939,"Nucleus ambiguus, dorsal division",AMBd,0,0,0,7,135,AMB,0,/997/8/343/1065/354/370/135/939/,TRUE,0,0
136,Intermediate reticular nucleus,IRN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/136/,TRUE,1,0
154,Perihypoglossal nuclei,PHY,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/154/,FALSE,1,0
161,Nucleus intercalatus,NIS,0,0,0,7,154,PHY,0,/997/8/343/1065/354/370/154/161/,FALSE,0,0
169,Nucleus prepositus,PRP,0,0,0,7,154,PHY,0,/997/8/343/1065/354/370/154/169/,TRUE,0,0
177,Nucleus of Roller,NR,0,0,0,7,154,PHY,0,/997/8/343/1065/354/370/154/177/,TRUE,0,0
203,Linear nucleus of the medulla,LIN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/203/,TRUE,1,0
235,Lateral reticular nucleus,LRN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/235/,FALSE,1,0
955,"Lateral reticular nucleus, magnocellular part",LRNm,0,0,0,7,235,LRN,0,/997/8/343/1065/354/370/235/955/,TRUE,0,0
963,"Lateral reticular nucleus, parvicellular part",LRNp,0,0,0,7,235,LRN,0,/997/8/343/1065/354/370/235/963/,TRUE,0,0
307,Magnocellular reticular nucleus,MARN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/307/,TRUE,1,0
372,Infracerebellar nucleus,ICB,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/372/,TRUE,1,0
395,Medullary reticular nucleus,MDRN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/395/,FALSE,1,0
